안심식당번호,시도명,시군구명,사업장명,정제도로명주소,정제지번주소,상세주소,업종명,업종상세명,전화번호,선정여부구분,취소일자,비고사항,수정일,정제우편번호,정제WGS84위도,정제WGS84경도
2782,경기도,성남시,감성타코 판교점,,경기도 성남시 분당구 삼평동 740번지 판교호반써밋플레이스,판교호반써밋 플레이스 2층,일반음식점,서양식,031-781-8885,Y,,,,13525,37.3973209570,127.1135515109
2784,경기도,성남시,금호생선초밥,,경기도 성남시 분당구 수내동 32번지 양지마을청구금호아파트,"양지마을청구금호아파트 양지마을602동 상가2층 216-1호, 216-2호",일반음식점,일식,031-711-8093,Y,,,,13597,37.3759788963,127.1171172326
2785,경기도,성남시,취홍,경기도 성남시 분당구 안골로 24,경기도 성남시 분당구 서현동 195-2번지,4층,일반음식점,중식,031-708-1960,Y,,,,13572,37.3846522487,127.1348757414
2787,경기도,성남시,만강,경기도 성남시 분당구 장미로92번길 7-5,경기도 성남시 분당구 야탑동 377-6번지,1층,일반음식점,중식,031-705-8892,Y,,,,13505,37.4130714445,127.1315737457
2789,경기도,성남시,(주)지호삼계탕야탑점,경기도 성남시 분당구 매화로37번길 7-14,경기도 성남시 분당구 야탑동 388-3번지,1층,일반음식점,한식,031-704-4064,Y,,,,13505,37.4109538788,127.1317875170
2791,경기도,성남시,돈복,경기도 성남시 분당구 서현로 375,경기도 성남시 분당구 서현동 333-2번지,,일반음식점,한식,031-701-2112,Y,,,,13578,37.3767255860,127.1396015473
2793,경기도,성남시,진미복집,경기도 성남시 분당구 효자길 21,경기도 성남시 분당구 서현동 327-8번지,1층,일반음식점,한식,031-703-8892,Y,,,,13578,37.3781996214,127.1382164910
2794,경기도,성남시,계절밥상판교점,,경기도 성남시 분당구 삼평동 740번지 판교호반써밋플레이스,판교호반써밋플레이스 216호,일반음식점,한식,031-705-2013,Y,,,,13525,37.3973209570,127.1135515109
2796,경기도,성남시,김명자낙지마당 정자점,경기도 성남시 분당구 불정로87번길 6,경기도 성남시 분당구 정자동 138-1번지,지하1층,일반음식점,한식,031-716-9788,Y,,,,13612,37.3605928901,127.1145191002
2798,경기도,성남시,동방양고기,경기도 성남시 분당구 야탑로 103,경기도 성남시 분당구 야탑동 367-6번지,"노블리치 오피스텔 204호, 205호",일반음식점,한식,031-721-1315,Y,,,,13506,37.4101285256,127.1301530718
2800,경기도,성남시,분당유황오리진흙구이,경기도 성남시 분당구 새마을로 87,경기도 성남시 분당구 서현동 101번지,"1층, 2층",일반음식점,한식,031-701-5292,Y,,,,13573,37.3835057929,127.1402016703
2801,경기도,성남시,신선설농탕 분당서현점,경기도 성남시 분당구 황새울로351번길 10,경기도 성남시 분당구 서현동 254-4번지,1층,일반음식점,한식,031-708-0041,Y,,,,13590,37.3876711276,127.1231466062
2960,경기도,오산시,"오산휴게소(과천-탕,비빔밥)",경기도 오산시 수도권제2순환고속도로 13,경기도 오산시 지곶동 산58-1번지,,일반음식점,한식,031-370-5500,Y,,,,18102,37.1790059829,127.0363609185
2962,경기도,오산시,오산휴게소(동탄-우동라면),경기도 오산시 수도권제2순환고속도로 14,경기도 오산시 금암동 산42-1번지,,일반음식점,한식,031-370-5500,Y,,,,18102,37.1758134947,127.0382841903
2407,경기도,군포시,상무초밥,경기도 군포시 번영로 515,경기도 군포시 산본동 1142-1번지,유화프라자 1층 1~4호,일반음식점,일식,031-397-2009,Y,,,,15865,37.3590901350,126.9336822518
2410,경기도,군포시,돈내코통삼겹,,경기도 군포시 금정동 738-2번지 주영리치빌주상복합,주영리치빌 104호,일반음식점,한식,031-458-5295,Y,,,,15813,37.3641110707,126.9432322001
2412,경기도,군포시,유담고깃집,,경기도 군포시 당동 906-2번지 제일빌라,102호,일반음식점,한식,031-392-5569,Y,,,,15856,37.3486173596,126.9453563594
2415,경기도,군포시,서교복집,경기도 군포시 번영로 34,경기도 군포시 부곡동 1248-1번지,대흥테라스뷰 1층 111~113호,일반음식점,한식,031-461-1687,Y,,,,15880,37.3255274954,126.9403566115
2418,경기도,남양주시,장어명가,경기도 남양주시 화도읍 수레로 1098,경기도 남양주시 화도읍 차산리 76-20번지,,일반음식점,한식,031-511-5887,Y,,,,12197,37.6354066805,127.3036501612
2420,경기도,남양주시,크리미부어크,경기도 남양주시 천마산로 2,경기도 남양주시 호평동 269-1번지,2층,일반음식점,한식,031-559-3884,Y,,,,12141,37.6620816694,127.2488739869
2422,경기도,남양주시,남양주축협한우명가,경기도 남양주시 화도읍 창현로 47,경기도 남양주시 화도읍 창현리 555-4번지,"1층, 2층",일반음식점,한식,031-560-4812,Y,,,,12183,37.6465592026,127.3054005058
2424,경기도,남양주시,만리장성,경기도 남양주시 진건읍 진건오남로 1,경기도 남양주시 진건읍 사능리 600-3번지,,일반음식점,한식,031-573-2006,Y,,,,12139,37.6513470974,127.1784772633
2426,경기도,남양주시,소담촌 마석점,경기도 남양주시 화도읍 맷돌로 93,경기도 남양주시 화도읍 마석우리 541-1번지,4층,일반음식점,한식,031-592-8545,Y,,,,12165,37.6582868831,127.3007328844
2428,경기도,남양주시,맷돌36샤브샤브,경기도 남양주시 화도읍 맷돌로 36,경기도 남양주시 화도읍 마석우리 514-13번지,,일반음식점,한식,031-593-3939,Y,,,,12167,37.6580963912,127.2947699128
4893,경기도,하남시,한우1번지,경기도 하남시 미사대로 680,경기도 하남시 신장동 251-18번지,"1층, 2층",일반음식점,한식,031-795-0550,Y,,,,12940,37.5486920476,127.2169905804
4895,경기도,하남시,블랙콩 하남미사점,경기도 하남시 미사강변대로 70,경기도 하남시 풍산동 512번지,"해오름프라자 102호, 103호",일반음식점_외,기타 음식점업,031-795-2581,Y,,,,12919,37.5561528389,127.1874347692
4897,경기도,하남시,본뜰고기정,경기도 하남시 대성로319번길 5,경기도 하남시 덕풍동 465-23번지,2층,일반음식점,한식,031-795-4422,Y,,,,12964,37.5361927517,127.2069413509
4900,경기도,하남시,전주감자탕,경기도 하남시 신장로 90,경기도 하남시 신장동 432-20번지,,일반음식점,한식,031-795-8992,Y,,,,12959,37.5369074812,127.2080138610
4902,경기도,하남시,거궁 하남점&amp;갤러리커피,경기도 하남시 미사대로 456,경기도 하남시 망월동 1155번지,라파르코 4층 410호~417호,일반음식점,한식,031-7968123,Y,,,,12922,37.5635396955,127.1996894160
4904,경기도,하남시,소담골,경기도 하남시 대청로22번길 17,경기도 하남시 신장동 525번지,206호,일반음식점,한식,031-796-0812,Y,,,,12951,37.5399453191,127.2155068325
4906,경기도,하남시,원조명품진갈비 미사점,경기도 하남시 미사강변대로 48,경기도 하남시 풍산동 522-1번지,해든마루빌딩 2층 203호~206호,일반음식점,한식,031-796-1355,Y,,,,12919,37.5543468762,127.1862082518
4909,경기도,하남시,산울림 삼겹살,경기도 하남시 미사강변대로226번길 48,경기도 하남시 망월동 974번지,"A+구산프라자 2층 203호, 204호",일반음식점,한식,031-796-2779,Y,,,,12909,37.5696509983,127.1858836066
3024,경기도,의정부시,밤나무집,경기도 의정부시 동일로122번길 52,경기도 의정부시 장암동 207-1번지,1층,일반음식점,한식,,Y,,,,11725,37.6991674977,127.0574612832
3025,경기도,의정부시,뱃놈과백정,경기도 의정부시 용민로 71,경기도 의정부시 용현동 9번지,A동 1층,일반음식점,한식,,Y,,,,11786,37.7374961339,127.0859132865
3026,경기도,의정부시,별당,경기도 의정부시 고산로 135,경기도 의정부시 고산동 433-4번지,"1층, 2층",일반음식점,한식,,Y,,,,11801,37.7315122049,127.1072364857
3027,경기도,의정부시,별미순대국,경기도 의정부시 신흥로239번길 49-10,경기도 의정부시 의정부동 511-4번지,1층,일반음식점,한식,,Y,,,,11650,37.7370654784,127.0402457717
3028,경기도,의정부시,보쌈애,경기도 의정부시 용현로160번길 14-6,경기도 의정부시 민락동 701-9번지,1층,일반음식점,한식,,Y,,,,11808,37.7400813348,127.0932195409
3030,경기도,의정부시,봉평메밀촌,경기도 의정부시 민락로 409-6,경기도 의정부시 낙양동 321번지,1층,일반음식점,한식,031-853-4040,Y,,,,11770,37.7576581552,127.1122409958
3032,경기도,의정부시,산호,경기도 의정부시 신흥로222번길 13,경기도 의정부시 의정부동 499-12번지,1층,일반음식점,한식,,Y,,,,11651,37.7361799535,127.0443142753
3034,경기도,의정부시,소담원 의정부1호점,경기도 의정부시 추동로1번길 34,경기도 의정부시 신곡동 676-2번지,1층,일반음식점,한식,,Y,,,,11740,37.7439498814,127.0562640450
3035,경기도,의정부시,솜씨,경기도 의정부시 금오로 121-9,경기도 의정부시 금오동 88-15번지,2층,일반음식점,한식,,Y,,,,11765,37.7577941159,127.0783415413
3037,경기도,의정부시,순이네집밥,,경기도 의정부시 의정부동 541번지 신양그린빌라9차,신양그린빌라 9차 102호,일반음식점,한식,,Y,,,,11625,37.7343065671,127.0377206670
3039,경기도,의정부시,스푼더마켓,경기도 의정부시 천보로 56,경기도 의정부시 민락동 805-3번지,"301호, 302호",일반음식점,한식,031-852-2830,Y,,,,11813,37.7448652943,127.0952364642
3041,경기도,의정부시,아빠딸 소머리국밥,경기도 의정부시 가능로125번길 26,경기도 의정부시 의정부동 236-3번지,1층,일반음식점,한식,,Y,,,,11686,37.7481604808,127.0448197262
3042,경기도,의정부시,엄나무집,,경기도 의정부시 호원동 6-1번지 범하주택,1층,일반음식점,한식,031-876-1864,Y,,,,11632,37.7279846669,127.0460666945
3044,경기도,의정부시,옛터비빔국수,경기도 의정부시 충의로37번길 8,경기도 의정부시 용현동 30-48번지,1층,일반음식점,한식,031-852-0708,Y,,,,11789,37.7351133999,127.0875608268
3046,경기도,의정부시,와와치킨,경기도 의정부시 회룡로137번길 22,경기도 의정부시 호원동 419-6번지,1층,일반음식점,한식,,Y,,,,11703,37.7269965417,127.0492841643
3048,경기도,의정부시,윤식당,경기도 의정부시 경의로118번길 20,경기도 의정부시 의정부동 370-8번지,1층,일반음식점,한식,,Y,,,,11700,37.7322485359,127.0485714125
3050,경기도,의정부시,장수원명물부대찌개,경기도 의정부시 망월로28번길 7,경기도 의정부시 호원동 119-67번지,1층,일반음식점,한식,,Y,,,,11645,37.7071777817,127.0449570468
3051,경기도,의정부시,장足의 발전,경기도 의정부시 송현로 26-5,경기도 의정부시 민락동 799-2번지,1층,일반음식점,한식,,Y,,,,11813,37.7436400237,127.0953906920
8268,경기도,고양시,일미곱창,경기도 고양시 일산서구 강성로 271,경기도 고양시 일산서구 대화동 2206-1번지,"대화씨티빌 105호, 106호",일반음식점,한식,031-921-4055,Y,,,,10381,37.6771607070,126.7469960270
8270,경기도,고양시,화포식당일산탄현점,경기도 고양시 일산서구 탄중로 95,경기도 고양시 일산서구 덕이동 384-7번지,,일반음식점,한식,031-914-5959,Y,,,,10236,37.6924560450,126.7555069821
8272,경기도,동두천시,김정문더덕오리구이,경기도 동두천시 아차노리로 88,경기도 동두천시 송내동 214-1번지,,일반음식점,한식,031-868-9252,Y,,,,11366,37.8776620335,127.0666066043
8274,경기도,동두천시,등촌샤브칼국수(동두천점),경기도 동두천시 동두천로 119,경기도 동두천시 지행동 721-2번지,지행역프라자 106호,일반음식점,한식,031-861-2340,Y,,,,11350,37.8920651308,127.0546145085
6666,경기도,광명시,우리소,경기도 광명시 밤일안로 41-11,경기도 광명시 하안동 872-1번지,,일반음식점,한식,,Y,,,,14260,37.4536255658,126.8595016857
6667,경기도,광명시,고향마실,경기도 광명시 하안로 293-12,경기도 광명시 하안동 37-2번지,2층 202호,일반음식점,한식,02-895-7898,Y,,,,14305,37.4615633744,126.8791769014
6668,경기도,광명시,긴자광명점,경기도 광명시 밤일안로 41,경기도 광명시 하안동 876번지,"2층, 3층",일반음식점,일식,02-899-5502,Y,,,,14260,37.4532000951,126.8608281450
6669,경기도,광명시,타오,경기도 광명시 하안로287번길 15-1,경기도 광명시 하안동 35-6번지,,일반음식점,기타외국식,02-891-8887,Y,,,,14305,37.4607329127,126.8789463122
6670,경기도,광주시,함지박,,광주시 남한산성면 남한선성로 73-15,,일반음식점,한식,031-744-7462,Y,,,,,,
6671,경기도,광주시,장지리가마솥해장국,경기도 광주시 순암로 150,경기도 광주시 중대동 2-31번지,,일반음식점,한식,031-763-8386,Y,,,,12768,37.3969132174,127.2335940567
6672,경기도,광주시,송유향,경기도 광주시 순암로 270,경기도 광주시 중대동 117-1번지,2층,일반음식점_외,기타 음식점업,031-765-1171,Y,,,,12768,37.4011237227,127.2223031768
6674,경기도,광주시,찜했어,경기도 광주시 태중로 20,경기도 광주시 태전동 282-1번지,디큐브 2층 201호,일반음식점,한식,031-766-7756,Y,,,,12781,37.3933750525,127.2275511673
6676,경기도,광주시,강남300cc점클럽하우스,경기도 광주시 새말길 353,경기도 광주시 목동 497-6번지,2층,일반음식점,한식,031-719-0300,Y,,,,12770,37.3869526836,127.1823773538
6678,경기도,광주시,던킨도너츠(광주태전점),경기도 광주시 태전동로 23,경기도 광주시 태전동 162-4번지,메디프라자 102호,일반음식점_외,기타 음식점업,031-768-6081,Y,,,,12787,37.3866654149,127.2339918046
15337,경기도,용인시,죽이야기(용인고림점),경기도 용인시 처인구 고림로 92,경기도 용인시 처인구 고림동 736-26번지,1층,일반음식점,한식,,Y,,프랜차이즈협회우선추천매장,,17151,37.2413987765,127.2153700343
15339,경기도,용인시,(주)블루원스타트하우스,경기도 용인시 처인구 원삼면 보개원삼로1534번길 40,경기도 용인시 처인구 원삼면 목신리 356-10번지,지하1층,일반음식점,한식,031-330-9731,Y,,,,17170,37.1341824910,127.3259391728
15341,경기도,용인시,써닝포인트대식당,경기도 용인시 처인구 백암면 고안로51번길 205,경기도 용인시 처인구 백암면 고안리 622-3번지,2층,일반음식점,한식,031-329-0793,Y,,,,17180,37.1430993320,127.4202108703
15342,경기도,용인시,지산대중골프장클럽하우스식당,,경기도 용인시 처인구 원삼면 맹리 산 25,,일반음식점,한식,,Y,,,,,,
15344,경기도,성남시,죽이야기(성남태평역점),경기도 성남시 수정구 수정로 81,경기도 성남시 수정구 태평동 6455,1층,일반음식점,한식,031-756-6288,Y,,프랜차이즈협회우선추천매장,,13311,37.4404662949,127.1293707626
15345,경기도,성남시,춘천닭갈비,경기도 성남시 수정구 수정로136번길 5,경기도 성남시 수정구 수진동 13번지,1층,일반음식점,한식,031-753-2772,Y,,,,13327,37.4414499053,127.1355269212
15347,경기도,성남시,화포식당(야탑점),경기도 성남시 분당구 야탑로111번길 14,경기도 성남시 분당구 야탑동 373-6번지,1층,일반음식점,한식,031-701-4447,Y,,프랜차이즈협회우선추천매장,,13505,37.4109165215,127.1313695993
15349,경기도,성남시,팔덕식당,경기도 성남시 분당구 느티로69번길 6-3,경기도 성남시 분당구 정자동 66-11번지,2층,일반음식점,한식,031-715-4943,Y,,,,13610,37.3690960377,127.1127137763
15351,경기도,성남시,갈비에빠지다위례점,경기도 성남시 수정구 위례광장로 300,경기도 성남시 수정구 창곡동 509번지,1층,일반음식점,한식,031-756-9834,Y,,,,13640,37.4734793704,127.1426886465
15353,경기도,성남시,봉평메밀막국수위례점,,경기도 성남시 수정구 위례서일로3길,1층,일반음식점,한식,,Y,,,,,,
15354,경기도,용인시,한성컨트리클럽클럽하우스식당,경기도 용인시 기흥구 구교동로 151,경기도 용인시 기흥구 마북동 153-1번지,,일반음식점,한식,031-2874-3831,Y,,,,16901,37.3069970331,127.1230982190
4644,경기도,김포시,돈까스클럽 김포강화점,경기도 김포시 대곶면 대명항로 306,경기도 김포시 대곶면 율생리 343번지,,일반음식점,한식,031-997-3396,Y,,-,,10039,37.6498262535,126.5865861764
2963,경기도,오산시,"오산휴게소(동탄-탕,비빔밥)",경기도 오산시 수도권제2순환고속도로 14,경기도 오산시 금암동 산42-1번지,,일반음식점,한식,031-370-5500,Y,,,,18102,37.1758134947,127.0382841903
2964,경기도,오산시,오산휴게소(동탄-한식),경기도 오산시 수도권제2순환고속도로 14,경기도 오산시 금암동 산42-1번지,,일반음식점,한식,031-370-5500,Y,,,,18102,37.1758134947,127.0382841903
2965,경기도,오산시,이화수전통육개장오산시청점,경기도 오산시 운천로 73,경기도 오산시 오산동 910-9번지,2층,일반음식점,한식,031-376-2227,Y,,,,18134,37.1492665023,127.0742779320
2966,경기도,오산시,인기명오산대역점,경기도 오산시 내삼미로79번길 11,경기도 오산시 수청동 621-1번지,"103호, 104호",일반음식점,한식,031-372-2044,Y,,,,18114,37.1690287994,127.0652686383
2967,경기도,오산시,죽이야기세교점,경기도 오산시 수목원로468번길 6-21,경기도 오산시 금암동 501-2번지,106호,일반음식점,한식,031-372-6281,Y,,,,18108,37.1752844118,127.0507237397
2969,경기도,오산시,통영식도락,경기도 오산시 오산대역로132번길 27-5,경기도 오산시 수청동 593-2번지,,일반음식점,한식,031-375-0663,Y,,,,18118,37.1694550123,127.0586430040
2971,경기도,의정부시,더 문화살롱,경기도 의정부시 오목로205번길 39,경기도 의정부시 민락동 812번지,3층 305호,일반음식점,서양식,,Y,,,,11813,37.7454734118,127.0964703763
2855,경기도,수원시,꽁시면관,경기도 수원시 권선구 세화로 134,경기도 수원시 권선구 서둔동 381번지,롯데몰 수원점 3층,일반음식점,중식,031-8066-1832,Y,,,,16621,37.2641013965,126.9973705173
2857,경기도,수원시,넓은뜰,,경기도 수원시 권선구 세화로 107,,일반음식점,한식,031-296-5292,Y,,,,,,
2858,경기도,수원시,두수고방,경기도 수원시 영통구 광교호수공원로 80,경기도 수원시 영통구 원천동 593번지 오피스텔,3층,일반음식점,한식,031-548-1912,Y,,,,16514,37.2745483188,127.0607598697
2860,경기도,수원시,풍원장미역국 롯데몰 수원점,경기도 수원시 권선구 세화로 134,경기도 수원시 권선구 서둔동 381번지,3층,일반음식점,한식,031-8066-1881,Y,,,,16621,37.2641013965,126.9973705173
2862,경기도,수원시,가마솥김밥,경기도 수원시 영통구 도청로 10,경기도 수원시 영통구 이의동 1338번지,롯데아울렛 3층,일반음식점,한식,031-8064-2316,Y,,,,16508,37.2865820892,127.0559743208
2864,경기도,수원시,홍대개미,경기도 수원시 영통구 광교중앙로 124,경기도 수원시 영통구 하동 871-1번지,광교 갤러리아백화점 9층,일반음식점,한식,,Y,,,,16514,37.2853339989,127.0572677088
2865,경기도,수원시,효분당,경기도 수원시 영통구 광교중앙로 124,경기도 수원시 영통구 하동 871-1번지,광교 갤러리아백화점 B1층,일반음식점,한식,,Y,,,,16514,37.2853339989,127.0572677088
2867,경기도,수원시,가보정 2관,경기도 수원시 팔달구 장다리로 281,경기도 수원시 팔달구 인계동 956-14번지,,일반음식점,한식,1600-3883,Y,,,,16482,37.2744949468,127.0281509775
2869,경기도,수원시,대가연,경기도 수원시 영통구 도청로 10,경기도 수원시 영통구 이의동 1338번지,롯데아울렛 3층,일반음식점,한식,031-8064-2313,Y,,,,16508,37.2865820892,127.0559743208
2871,경기도,수원시,매온당,경기도 수원시 영통구 광교중앙로 124,경기도 수원시 영통구 하동 871-1번지,광교 갤러리아백화점 9층,일반음식점,한식,031-5174-7906,Y,,,,16514,37.2853339989,127.0572677088
2873,경기도,수원시,본수원갈비,경기도 수원시 팔달구 중부대로223번길 41,경기도 수원시 팔달구 우만동 51-20번지,,일반음식점,한식,031-211-8434,Y,,,,16496,37.2780234393,127.0406385621
2875,경기도,수원시,속초코다리냉면,경기도 수원시 영통구 광교중앙로 124,경기도 수원시 영통구 하동 871-1번지,광교 갤러리아백화점 9층,일반음식점,한식,,Y,,,,16514,37.2853339989,127.0572677088
2876,경기도,수원시,연포갈비,경기도 수원시 팔달구 정조로906번길 56-1,경기도 수원시 팔달구 북수동 25-4번지,,일반음식점,한식,031-255-1337,Y,,,,16253,37.2874836476,127.0168899305
2878,경기도,수원시,한남북엇국,경기도 수원시 영통구 광교중앙로 124,경기도 수원시 영통구 하동 871-1번지,광교 갤러리아백화점 9층,일반음식점,한식,,Y,,,,16514,37.2853339989,127.0572677088
4515,경기도,광주시,먹어야산다,경기도 광주시 남한산성면 남한산성로 793,경기도 광주시 남한산성면 산성리 1027-1번지,,일반음식점,한식,031-743-6570,Y,,,,12700,37.4772209537,127.1841446083
4516,경기도,광주시,파전된데,경기도 광주시 남한산성면 남한산성로 807,경기도 광주시 남한산성면 산성리 1061-1번지,,일반음식점,한식,031-743-6595,Y,,,,12700,37.4760209091,127.1836859559
4517,경기도,광주시,장안마을집,경기도 광주시 남한산성면 남한산성로 770-1,경기도 광주시 남한산성면 산성리 504-1번지,,일반음식점,한식,031-743-6598,Y,,,,12700,37.4781516153,127.1849889524
4518,경기도,광주시,장성,경기도 광주시 남한산성면 남한산성로 763-11,경기도 광주시 남한산성면 산성리 480-1번지,,일반음식점,한식,031-743-6600,Y,,,,12700,37.4775772462,127.1859300985
4519,경기도,광주시,한마당,경기도 광주시 남한산성면 남한산성로792번길 17-1,경기도 광주시 남한산성면 산성리 1005번지,,일반음식점,한식,031-743-6602,Y,,,,12700,37.4771884535,127.1821089446
4521,경기도,광주시,신라회관,경기도 광주시 남한산성면 남한산성로 736,경기도 광주시 남한산성면 산성리 281번지,,일반음식점,한식,031-743-6614,Y,,,,12700,37.4770435564,127.1886241076
4523,경기도,광주시,먹거리창고,경기도 광주시 남한산성면 남한산성로780번길 28,경기도 광주시 남한산성면 산성리 641번지,,일반음식점,한식,031-744-2594,Y,,,,12700,37.4806634082,127.1838586660
4525,경기도,광주시,초가,경기도 광주시 남한산성면 남한산성로 763-34,경기도 광주시 남한산성면 산성리 473-1번지,,일반음식점,한식,031-745-9893,Y,,,,12700,37.4773411179,127.1852637951
4869,경기도,하남시,그린한식뷔페,경기도 하남시 미사강변대로 80,경기도 하남시 풍산동 504-2번지,"그린프라자 302호, 303호, 304호",일반음식점,한식,031-793-5404,Y,,,,12919,37.5570462783,127.1878499537
4871,경기도,하남시,그린플레이트,경기도 하남시 덕풍동로 111-33,경기도 하남시 덕풍동 741번지,푸르지오오피스텔 201호,일반음식점,한식,031-793-6602,Y,,,,12927,37.5524839235,127.2084172797
4872,경기도,하남시,권현숙의 미사리 팔당냉면,경기도 하남시 미사대로 624,경기도 하남시 신장동 288-5번지,1층,일반음식점,한식,031-793-686,Y,,,,12925,37.5520337344,127.2122909218
4874,경기도,하남시,미사장어명가,경기도 하남시 신평로168번길 12-14,경기도 하남시 신장동 330번지,1층,일반음식점,한식,031-793-8520,Y,,,,12940,37.5465892354,127.2121646819
4950,경기도,하남시,어사출또 하남시청점,경기도 하남시 하남대로 747,경기도 하남시 신장동 570번지,하남두산위브파크 1층 110호~113호,일반음식점_외,기타 음식점업,,Y,,,,12961,37.5380094975,127.2126504319
4952,경기도,하남시,베스킨라빈스(미사센트럴점),경기도 하남시 미사강변남로 45,경기도 하남시 망월동 1067번지,"골든브릿지 1층 120호, 121호",일반음식점_외,기타 음식점업,,Y,,,,12914,37.5601526466,127.1866028387
4953,경기도,하남시,명사순대 하남점,경기도 하남시 신장1로 36,경기도 하남시 신장동 448-2번지,1층,일반음식점,한식,,Y,,,,12960,37.5391410539,127.2109481854
4955,경기도,하남시,돈소풍,경기도 하남시 천현로 120,경기도 하남시 천현동 39-5번지,"1층, 2층",일반음식점,한식,,Y,,,,12956,37.5355180419,127.2224054918
4957,경기도,하남시,이디야(하남신장에코점),경기도 하남시 신장동로 35,경기도 하남시 신장동 589-1번지,"유니온 109호, 110호",일반음식점_외,기타 음식점업,,Y,,,,12948,37.5433781413,127.2112374675
6688,경기도,군포시,군포맛집바다랑왕코다리(군포점),경기도 군포시 번영로 184,경기도 군포시 부곡동 751번지,,일반음식점,한식,031-461-4464,Y,,,,15878,37.3321024230,126.9279699322
6690,경기도,김포시,김포가마솥해장국(김포한강점),경기도 김포시 양촌읍 양곡2로60번길 69,경기도 김포시 양촌읍 양곡리 1291-3번지,,일반음식점,한식,031-982-6699,Y,,-,,10060,37.6580522005,126.6303031983
6692,경기도,김포시,갈비성(고촌점),경기도 김포시 고촌읍 은행영사정로 25,경기도 김포시 고촌읍 신곡리 1160번지,4층,일반음식점,한식,031-983-7799,Y,,-,,10125,37.6020914231,126.7732089102
6694,경기도,김포시,신의주찹쌀순대,경기도 김포시 고촌읍 인향로24번길 90,경기도 김포시 고촌읍 신곡리 609번지,101호,일반음식점,한식,031-985-9283,Y,,-,,10129,37.6003880584,126.7674026660
8276,경기도,동두천시,세종식당,경기도 동두천시 중앙로 314,경기도 동두천시 생연동 615-38번지,,일반음식점,한식,,Y,,,,11325,37.9093179144,127.0551248161
8277,경기도,동두천시,신진부대찌게,경기도 동두천시 중앙로 318,경기도 동두천시 생연동 553-20번지,,일반음식점,한식,031-866-6636,Y,,,,11325,37.9098322869,127.0552923568
8278,경기도,동두천시,원터식당,경기도 동두천시 생연로 173-1,경기도 동두천시 생연동 586-44번지,,일반음식점,한식,031-867-6456,Y,,,,11327,37.9079744094,127.0525961508
8279,경기도,동두천시,참좋은미식,경기도 동두천시 신천로231번길 35-11,경기도 동두천시 안흥동 19번지,,일반음식점,한식,031-862-6976,Y,,,,11301,37.9372513471,127.0462848705
8280,경기도,동두천시,처가집부대찌개,경기도 동두천시 어수로 91-3,경기도 동두천시 생연동 690-25번지,,일반음식점,한식,031-862-6640,Y,,,,11330,37.9027745598,127.0527641310
8281,경기도,동두천시,추도령남원추어탕,경기도 동두천시 송터로 43,경기도 동두천시 생연동 223번지,1층,일반음식점,한식,,Y,,,,11313,37.9077929604,127.0642913211
8283,경기도,동두천시,흙집,경기도 동두천시 동광로 38,경기도 동두천시 생연동 585-149번지,,일반음식점,한식,031-865-4992,Y,,,,11327,37.9085049946,127.0522857950
8284,경기도,동두천시,히즈핸드(HisHand),경기도 동두천시 평화로2261번길 48,경기도 동두천시 지행동 735-2번지,제3호,일반음식점,일식,,Y,,,,11356,37.8914149672,127.0566769446
8286,경기도,동두천시,실비집,경기도 동두천시 어수로 94,경기도 동두천시 생연동 689-4번지,,일반음식점,한식,,Y,,,,11332,37.9023512619,127.0528463158
8288,경기도,수원시,고봉삼계탕,경기도 수원시 영통구 영통로 329,경기도 수원시 영통구 매탄동 512-8번지,,일반음식점,한식,031-213-4999,Y,,,,16676,37.2552317001,127.0632739813
8290,경기도,수원시,로마경양식,경기도 수원시 팔달구 경수대로 549,경기도 수원시 팔달구 인계동 955-1번지,,일반음식점,서양식,031-235-8277,Y,,,,16482,37.2750495872,127.0293544366
8292,경기도,수원시,쉐프스,경기도 수원시 팔달구 중부대로 150,경기도 수원시 팔달구 인계동 940번지,라마다프라자호텔수원 5층,일반음식점_외,기타 음식점업,031-230-0074,Y,,,,16483,37.2777118640,127.0324285902
8294,경기도,수원시,형제부대찌개,경기도 수원시 팔달구 경수대로 549,경기도 수원시 팔달구 인계동 955-1번지,,일반음식점,한식,,Y,,,,16482,37.2750495872,127.0293544366
8295,경기도,수원시,어부의마을,경기도 수원시 팔달구 중부대로 66,경기도 수원시 팔달구 인계동 740-10번지,,일반음식점,일식,031-236-5694,Y,,,,16471,37.2756059488,127.0242187019
8297,경기도,안산시,윤숙이네칼국수,경기도 안산시 단원구 대부황금로 1425,경기도 안산시 단원구 대부북동 1851-1번지,1층,일반음식점,한식,032-882-1947,Y,,,,15638,37.2835659370,126.5692150874
8299,경기도,안산시,대호식당,경기도 안산시 상록구 샘골로 123,경기도 안산시 상록구 본오동 880-10번지,"104호, 105호",일반음식점,한식,031-408-6460,Y,,,,15540,37.2948123243,126.8627122720
8301,경기도,안산시,상록한정식,경기도 안산시 상록구 해안로 705,경기도 안산시 상록구 사동 1271-11번지,지하1층,일반음식점,한식,031-500-4455,Y,,,,15588,37.2909269482,126.8299936629
8303,경기도,안산시,"행복,짬뽕",경기도 안산시 상록구 본이로 62,경기도 안산시 상록구 본오동 770-4번지,,일반음식점,중식,,Y,,,,15548,37.2946809246,126.8735558468
