안심식당SEQ,시도코드,시도명,시군구명,사업장명,대표자명,안심식당지정일,주소1,주소2,업종,업종상세,전화번호, 선정여부,안심식당취소일,비고(웹사이트등),수정일,
10464,355000,충청남도,보령시,홍능갈비,유영옥,2020-08-27,충청남도 보령시 명동로 9 , ,일반음식점,한식,041-936-9233,Y,null, ,2020-09-04,
10463,355000,충청남도,보령시,김명자낙지마당보령점,황규정,2020-08-31,충청남도 보령시 대해로 62 , ,일반음식점_외,기타 음식점업,041-933-3384,Y,null, ,2020-09-04,
10462,355000,충청남도,보령시,30번가의명가,한민숙,2020-08-27,충청남도 보령시 천변남길 30 , ,일반음식점,한식,041-932-9922,Y,null, ,2020-09-04,
10461,355000,충청남도,보령시,제일해물칼국수,조창곤,2020-08-27,충청남도 보령시 대해로 46 , ,일반음식점,한식,041-934-8979,Y,null, ,2020-09-04,
10460,355000,충청남도,보령시,삼대봉춘막국수,이상열,2020-08-27,충청남도 보령시 신대동길 2 , ,일반음식점,한식,041-932-5989,Y,null, ,2020-09-04,
10459,355000,충청남도,보령시,채선당,김태연,2020-09-01,충청남도 보령시 지장골길 75 , ,일반음식점_외,기타 음식점업,041-933-7724,Y,null, ,2020-09-04,
10458,355000,충청남도,보령시,서울왕족발,오옥규,2020-08-27,충청남도 보령시 지장골길 32 , ,일반음식점,한식,041-933-9990,Y,null, ,2020-09-04,
10457,355000,충청남도,보령시,이화수전통육개장보령점,이광철,2020-09-01,충청남도 보령시 신설1길 11 , ,일반음식점,한식,041-935-4448,Y,null, ,2020-09-04,
10456,355000,충청남도,보령시,염미가,우지영,2020-08-31,충청남도 보령시 신설4길 46 , ,일반음식점,한식,041-935-2810,Y,null, ,2020-09-04,
10455,355000,충청남도,보령시,판교수정냉면,이은화,2020-08-31,충청남도 보령시 신설3길 50 , ,일반음식점,한식,041-931-5571,Y,null, ,2020-09-04,
10454,355000,충청남도,보령시,삼오정,임상우,2020-08-31,충청남도 보령시 신설2길 80 , ,일반음식점,한식,041-933-3131,Y,null, ,2020-09-04,
10453,355000,충청남도,보령시,쌈사랑,김명순,2020-08-31,충청남도 보령시 신설2길 63 , ,일반음식점,한식,041-933-5690,Y,null, ,2020-09-04,
10452,355000,충청남도,보령시,삼선횟집,이창수,2020-08-31,충청남도 보령시 신설1길 89. 2층 , ,일반음식점,한식,041-934-7869,Y,null, ,2020-09-04,
10451,355000,충청남도,보령시,대천아구복전문,이상선,2020-08-31,충청남도 보령시 신설1길 37 , ,일반음식점,한식,041-931-6966,Y,null, ,2020-09-04,
10450,355000,충청남도,보령시,이우복생고기,안정의,2020-08-31,충청남도 보령시 신설1길 89 , ,일반음식점,한식,041-936-3161,Y,null, ,2020-09-04,
10449,355000,충청남도,보령시,등촌샤브칼국수,문병일,2020-08-31,충청남도 보령시 큰오랏3길 65 , ,일반음식점,한식,041-936-4531,Y,null, ,2020-09-04,
10448,355000,충청남도,보령시,농어민후계자횟집,박재철,2020-08-27,충청남도 보령시 큰오랏1길 80 , ,일반음식점,한식,041-932-2767,Y,null, ,2020-09-04,
10447,355000,충청남도,보령시,수지감자탕,박홍순,2020-09-01,충청남도 보령시 큰오랏6길 75 , ,일반음식점,한식,041-933-4008,Y,null, ,2020-09-04,
10446,355000,충청남도,보령시,대화식당,김복점,2020-09-01,충청남도 보령시 큰오랏6길 45 , ,일반음식점,한식,041-932-5109,Y,null, ,2020-09-04,
10445,355000,충청남도,보령시,양평해장국보령점,이정옥,2020-09-01,충청남도 보령시 동현로 7 , ,일반음식점,한식,041-936-9555,Y,null, ,2020-09-04,
10444,355000,충청남도,보령시,샤브마니아보령점,이형미,2020-08-27,충청남도 보령시 명암1길 7 , ,일반음식점,한식,041-931-7474,Y,null, ,2020-09-04,
10443,355000,충청남도,보령시,화현관광농원,이영순,2020-08-27,충청남도 보령시 대청로 401 , ,일반음식점,한식,041-932-9952,Y,null, ,2020-09-04,
10442,355000,충청남도,보령시,진한우곰탕,김화,2020-08-27,충청남도 보령시 대청로 220 , ,일반음식점,한식,041-934-2293,Y,null, ,2020-09-04,
10441,355000,충청남도,보령시,일월굴칼국수,김익현,2020-08-27,충청남도 보령시 대청로 340 , ,일반음식점_외,기타 음식점업,041-934-7748,Y,null, ,2020-09-04,
10440,355000,충청남도,보령시,미담터,최경순,2020-08-27,충청남도 보령시 죽성로 94-11 , ,일반음식점,한식,041-935-7309,Y,null, ,2020-09-04,
10439,355000,충청남도,보령시,처갓집,김순애,2020-08-27,충청남도 보령시 죽성로 8 , ,일반음식점,한식,041-933-1501,Y,null, ,2020-09-04,
10438,355000,충청남도,보령시,동문가든,김영유,2020-08-27,충청남도 보령시 오천면 충청수영로 729, ,일반음식점,한식,041-933-9671,Y,null, ,2020-09-04,
10437,355000,충청남도,보령시,청해회수산,강영희,2020-08-27,충청남도 보령시 오천면 오천해안로 782-16, ,일반음식점,한식,041-932-4017,Y,null, ,2020-09-04,
10436,355000,충청남도,보령시,대영횟집,김경철,2020-08-27,충청남도 보령시 오천면 오천해안로 781-17, ,일반음식점,한식,041-932-2989,Y,null, ,2020-09-04,
10435,355000,충청남도,보령시,솔향,신계영,2020-09-01,충청남도 보령시 주교면 토정로 878-45, ,일반음식점,한식,041-934-9454,Y,null, ,2020-09-04,
10434,355000,충청남도,보령시,원주흥업묵집,김상진,2020-09-01,충청남도 보령시 주교면 토정로 878-11, ,일반음식점,한식,041-9337-225,Y,null, ,2020-09-04,
10433,355000,충청남도,보령시,가든터,정문원,2020-08-27,충청남도 보령시 천북면 홍보로 666, ,일반음식점,한식,041-641-8921,Y,null, ,2020-09-04,
10432,355000,충청남도,보령시,시월애레스토랑,이우숙,2020-08-27,충청남도 보령시 천북면 홍보로 1061-166,3층,일반음식점,서양식,041-641-0240,Y,null, ,2020-09-04,
10431,343000,충청남도,당진시,면천왕족발,정미영,2020-08-31,충청남도 당진시 면천면 한천로 843, ,일반음식점_외,기타 음식점업,010-5420-4941,Y,null, ,2020-09-04,
10430,343000,충청남도,당진시,갈비백반,김지선,2020-08-31,충청남도 당진시정미면 상구실로 84-2, ,일반음식점,한식,010-8736-9983,Y,null, ,2020-09-04,
10429,343000,충청남도,당진시,차이림,배의길,2020-08-31,충청남도 당진시정미면 도산리양지말길 3, ,일반음식점,한식,010-9706-5543,Y,null, ,2020-09-04,
10428,343000,충청남도,당진시,오리박사,김미영,2020-08-31,충청남도 당진시 역천로 849-20, ,일반음식점,한식,010-4361-1106,Y,null, ,2020-09-04,
10427,343000,충청남도,당진시,황금한식뷔페,이종애,2020-08-31,충청남도당진시 대덕1로 1길 7, ,일반음식점,한식,010-2360-5657,Y,null, ,2020-09-04,
10426,343000,충청남도,당진시,해나루한우전문점,김미경,2020-08-31,충청남도 당진시 대덕1로 1길 8-32, ,일반음식점,한식,010-3120-8823,Y,null, ,2020-09-04,
10425,343000,충청남도,당진시,돈나무삼겹살,최용호,2020-08-31,충청남도 당진시 대덕1로 15-19, ,일반음식점,한식,010-5016-3999,Y,null, ,2020-09-04,
10424,343000,충청남도,당진시,바다양푼이찌개마을,이미정,2020-08-31,충청남도 당진시 합덕읍 버그내길71, ,일반음식점,한식,041-362-7759,Y,null, ,2020-09-04,
10423,343000,충청남도,당진시,초사골쭈꾸미,선우금,2020-08-31,충청남도 당진시 천변1길 96, ,일반음식점,한식,010-3924-5777,Y,null, ,2020-09-04,
10422,343000,충청남도,당진시,추억의잔치국수,박영옥,2020-08-31,충청남도 당진시 중앙3로 89, ,일반음식점,한식,010-355-5153,Y,null, ,2020-09-04,
10421,343000,충청남도,당진시,고깃집,명지원,2020-08-31,충청남도 당진시 먹거리길 22-7, ,일반음식점,한식,010-4108-8999,Y,null, ,2020-09-04,
10420,343000,충청남도,당진시,예당갈비막국수,장갑용,2020-08-31,충청남도 당진시 먹거리길 22-5, ,일반음식점,한식,010-9259-2448,Y,null, ,2020-09-04,
10419,343000,충청남도,당진시,빙빙반점,박성현,2020-08-31,충청남도 당진시 교동길 147, ,일반음식점,한식,010-5744-1804,Y,null, ,2020-09-04,
10418,343000,충청남도,당진시,무수동식당,최을순,2020-08-31,충청남도 당진시 어디실길 41-22, ,일반음식점,한식,041-355-1958,Y,null, ,2020-09-04,
10417,343000,충청남도,당진시,대구아지야막창,이영애,2020-08-31,충청남도 당진시 어디시길 41-19, ,일반음식점,한식,010-6780-7513,Y,null, ,2020-09-04,
10416,343000,충청남도,당진시,들향기칼국수,한은정,2020-08-31,충청남도 당진시 남산공원길 71-6, ,일반음식점,한식,010-9120-2676,Y,null, ,2020-09-04,
10415,343000,충청남도,당진시,왕건24시,김왕건,2020-08-31,충청남도 당진시 천변1길 136, ,일반음식점,중식,041-356-5634,Y,null, ,2020-09-04,
10414,343000,충청남도,당진시,맛찬들왕소금구이,지외숙,2020-08-31,충청남도 당진시 수청동 1006번지, ,일반음식점,한식,041-355-1655,Y,null, ,2020-09-04,
10413,343000,충청남도,당진시,옛날우렁이식당3호점,이성단,2020-08-31,충청남도 당진시 무수동1길 25-13, ,일반음식점,한식,010-4130-5687,Y,null, ,2020-09-04,
10412,343000,충청남도,당진시,고봉민김밥,김은영,2020-08-31,충청남도 당진시 시청1로 98, ,일반음식점_외,기타 음식점업,041-352-1440,Y,null, ,2020-10-12,
10411,343000,충청남도,당진시,옛날우렁이식당2호점,김덕수,2020-08-31,충청남도 당진시 밤절로 132-53, ,일반음식점,한식,010-4419-5687,Y,null, ,2020-09-04,
10410,343000,충청남도,당진시,분식당,김민정,2020-08-31,충청남도 당진시 밤절로 42-35, ,일반음식점_외,기타 음식점업,010-9405-5241,Y,null, ,2020-09-04,
10409,343000,충청남도,당진시,소미해물아구찜,이은주,2020-08-31,충청남도 당진시 신평로 789-15, ,일반음식점,한식,041-363-7477,Y,null, ,2020-09-04,
10408,343000,충청남도,당진시,슬기네식당,고영임,2020-08-31,충청남도 당진시 송악읍 신복운로2길 33, ,일반음식점,한식,010-8927-4787,Y,null, ,2020-09-04,
10407,343000,충청남도,당진시,고래면옥,박종복,2020-08-31,충청남도 당진시 북문길 1-18, ,일반음식점,한식,010-3825-6305,Y,null, ,2020-09-04,
10406,343000,충청남도,당진시,흑돈,김승환,2020-08-31,충청남도 당진시북문로1길 31-15, ,일반음식점,한식,010-9401-7543,Y,null, ,2020-09-04,
10405,343000,충청남도,당진시,하남돼지당진CGV점,심동선,2020-08-31,충청남도 당진시 읍내동 1523, ,일반음식점,한식,010-8728-5899,Y,null, ,2020-09-04,
10404,343000,충청남도,당진시,구이구이뒷고기,김순옥,2020-08-31,충청남도 당진시 신평면 신평길 146, ,일반음식점,한식,041-363-9253,Y,null, ,2020-09-04,
10403,343000,충청남도,당진시,왕돌판구이한판CGV점,정성호,2020-08-31,충청남도 당진시 북문로 1길 38, ,일반음식점,한식,010-6449-3926,Y,null, ,2020-09-04,
10402,343000,충청남도,당진시,당진중화반점,천미자,2020-08-31,충청남도 당진시 우두1로 102, ,일반음식점,중식,010-2477-5171,Y,null, ,2020-09-04,
10401,343000,충청남도,당진시,금룡중화요리,김영남,2020-08-31,충청남도 당진시 북문로 7-39, ,일반음식점,중식,041-355-1219,Y,null, ,2020-09-04,
10400,343000,충청남도,당진시,원조돼지이야기,김영균,2020-08-31,충청남도 당진시순성면 남부로 1066, ,일반음식점,한식,010-4523-00320,Y,null, ,2020-09-04,
10399,343000,충청남도,당진시,부연정,이수자,2020-08-31,충청남도 당진시순성면 남부로 790-13, ,일반음식점,한식,010-5454-3180,Y,null, ,2020-09-04,
10398,343000,충청남도,당진시,길목,안경미,2020-08-31,충청남도 당진시우강면 덕평로 616, ,일반음식점,한식,010-9561-5505,Y,null, ,2020-09-04,
10397,343000,충청남도,당진시,신흥우렁이식당,한진환,2020-08-31,충청남도 당진시신평면 서해로 7434-1, ,일반음식점,한식,010-4634-9848,Y,null, ,2020-09-04,
10396,343000,충청남도,당진시,미토식당,이현미,2020-08-31,충청남도 당진시신평면 거산3거리길 31, ,일반음식점,한식,010-3385-8493,Y,null, ,2020-09-04,
10395,343000,충청남도,당진시,닥엔돈스,한유성,2020-08-31,충청남도 당진시신평면 거산3거리길 20-1, ,일반음식점,한식,010-9304-7633,Y,null, ,2020-09-04,
10394,343000,충청남도,당진시,박만수아구찜,박만수,2020-08-31,충청남도 당진시신평면 거산3거리길 18, ,일반음식점,한식,010-4403-6825,Y,null, ,2020-09-04,
10393,343000,충청남도,당진시,몽골촌,최서영,2020-08-31,충청남도 당진시 신평면 거산3거리길 28,2층,일반음식점,한식,010-2494-0491,Y,null, ,2020-09-04,
10392,343000,충청남도,당진시,오봉제어죽,안영실,2020-08-31,충청남도 당진시 신평면 덕평로 1256, ,일반음식점_외,기타 음식점업,010-4927-7338,Y,null, ,2020-09-04,
10391,343000,충청남도,당진시,황금들녘,이옥자,2020-08-31,충청남도 당진시 신평면 덕평로 1252-2, ,일반음식점_외,기타 음식점업,010-2989-1563,Y,null, ,2020-09-04,
10390,343000,충청남도,당진시,옛날우렁이식당,이성단,2020-08-31,충청남도 당진시신평면 서해로 7434-1, ,일반음식점,한식,010-4130-5687,Y,null, ,2020-09-04,
10389,343000,충청남도,당진시,두레박맛집,한경미,2020-08-31,충청남도 당진시신평면 삽교천1길 13, ,일반음식점,한식,010-8810-7238,Y,null, ,2020-09-04,
10388,343000,충청남도,당진시,불티나만두오투버거,최애순,2020-08-31,충청남도 당진시신평면 신평로 852, ,일반음식점,한식,010-6312-7475,Y,null, ,2020-09-04,
10387,343000,충청남도,당진시,한일가든,김수란,2020-08-31,충청남도 당진시신평면 신평길 93-27, ,일반음식점,한식,010-3450-7444,Y,null, ,2020-09-04,
10386,343000,충청남도,당진시,리가정,최정환,2020-08-31,충청남도 당진시신평면 신평길 151, ,일반음식점,한식,010-9373-8825,Y,null, ,2020-09-04,
10385,343000,충청남도,당진시,이화원,김종욱,2020-08-31,충청남도 당진시신평면 서해로 7135, ,일반음식점,한식,010-4114-7392,Y,null, ,2020-09-04,
10384,343000,충청남도,당진시,당진냉면갈비,김기웅,2020-08-31,충청남도 당진시 남부로 252,1.2층,일반음식점,한식,010-4333-5976,Y,null, ,2020-09-04,
10383,343000,충청남도,당진시,소담푸드,이진희,2020-08-31,충청남도 당진시 계성2길11, ,일반음식점,한식,010-7363-0701,Y,null, ,2020-09-04,
10382,343000,충청남도,당진시,놀부네닭개장,이소연,2020-08-31,충청남도 당진시송악읍 부동길 6, ,일반음식점,한식,010-7759-3772,Y,null, ,2020-09-04,
10381,343000,충청남도,당진시,다모아,YINMEIYU,2020-08-31,충청남도 당진시송악읍 본당로 4, ,일반음식점,한식,010-2888-4753,Y,null, ,2020-09-04,
10380,343000,충청남도,당진시,백리향,조현내,2020-08-31,충청남도 당진시송악읍 신흥동길 83, ,일반음식점,한식,010-7468-0613,Y,null, ,2020-09-04,
10379,343000,충청남도,당진시,갑사가든,김규중,2020-08-31,충청남도 당진시송악읍 반촌로 217-28, ,일반음식점,한식,010-5822-5963,Y,null, ,2020-09-04,
10378,343000,충청남도,당진시,고깃간,이영희,2020-08-31,충청남도 당진시송악읍 반촌로 199, ,일반음식점,한식,010-4035-0202,Y,null, ,2020-09-04,
10377,343000,충청남도,당진시,뚝배기양평해장국,김희영,2020-08-31,충청남도 당진시송악읍 반촌로 199, ,일반음식점,한식,010-3481-2538,Y,null, ,2020-09-04,
10376,343000,충청남도,당진시,만나네마라탕당진점,이선경,2020-08-31,충청남도 당진시 무수동7길 69, ,일반음식점,한식,010-7468-0613,Y,null, ,2020-09-04,
10375,343000,충청남도,당진시,중국집,조현내,2020-08-31,충청남도당진시 무수동1길 25-13, ,일반음식점,중식,010-7468-0613,Y,null, ,2020-09-04,
10374,343000,충청남도,당진시,미가정,김미경,2020-08-31,충청남도 당진시송악읍 기지시1길 29-9, ,일반음식점,한식,010-4536-3119,Y,null, ,2020-09-04,
10373,343000,충청남도,당진시,경일장어,김학운,2020-08-31,충청남도 당진시송악읍 틀모시로 807, ,일반음식점,한식,010-6830-8486,Y,null, ,2020-09-04,
10372,343000,충청남도,당진시,웰돈,JINXIANGHUA,2020-08-31,충청남도 당진시송악읍 송악로 9-10, ,일반음식점,한식,010-7576-6577,Y,null, ,2020-09-04,
10371,343000,충청남도,당진시,찌개인생,장경균,2020-08-31,충청남도 당진시송악읍 반촌로 140-43, ,일반음식점,한식,010-9946-4658,Y,null, ,2020-09-04,
10370,343000,충청남도,당진시,고조선,김창주,2020-08-31,송악읍 중흥 새마을길 4, ,일반음식점_외,기타 음식점업,010-5213-9069,Y,null, ,2020-09-04,
10369,343000,충청남도,당진시,노서방네부대찌개,김종재,2020-08-31,충청남도 당진시송악읍 대섬길 4-15, ,일반음식점,한식,010-5429-2789,Y,null, ,2020-09-04,
10368,343000,충청남도,당진시,낙지정,안윤진,2020-08-31,충청남도 당진시송악읍 신복운로5길 4-23, ,일반음식점,한식,010-7187-1980,Y,null, ,2020-09-04,
10367,343000,충청남도,당진시,진부령코다리,김입분,2020-08-31,충청남도 당진시송악읍 신복운로5길 16-7, ,일반음식점,한식,010-4811-9770,Y,null, ,2020-09-04,
10366,343000,충청남도,당진시,거북선,정정미,2020-08-31,충청남도 당진시송악읍 신복운로4길 6-33, ,일반음식점,한식,010-6655-3808,Y,null, ,2020-09-04,
10365,343000,충청남도,당진시,냉면가,고명화,2020-08-31,충청남도 당진시송악읍 신복운로3길 21-1, ,일반음식점,한식,010-9300-9459,Y,null, ,2020-09-04,
10364,343000,충청남도,당진시,웰빙보리쌈밥&보쌈,이명숙,2020-08-31,충청남도 당진시송악읍 신복운로2길 9, ,일반음식점,한식,010-2326-8407,Y,null, ,2020-09-04,
10363,343000,충청남도,당진시,숙이네,김숙,2020-08-31,충청남도 당진시송악읍 신복운로2길 34, ,일반음식점,한식,010-8806-3689,Y,null, ,2020-09-04,
10362,343000,충청남도,당진시,사해루,김근철,2020-08-31,충청남도 당진시송악읍 신복운로 6길 29, ,일반음식점,한식,010-2472-7888,Y,null, ,2020-09-04,
10361,343000,충청남도,당진시,시골농장,이정화,2020-08-31,충청남도 당진시송악읍 신복운로 5길 16-5, ,일반음식점,한식,010-8837-1544,Y,null, ,2020-09-04,
10360,343000,충청남도,당진시,원대로,정이수,2020-08-31,충청남도 당진시송악읍 신복운로 4길 6-45, ,일반음식점,한식,010-3571-8780,Y,null, ,2020-09-04,
10359,343000,충청남도,당진시,통큰할매순대국(송악점),김경희,2020-08-31,충청남도 당진시송악읍 신복운로 3길 11, ,일반음식점,한식,010-2415-9227,Y,null, ,2020-09-04,
10358,343000,충청남도,당진시,현이네장어랑생고기,이상현,2020-08-31,충청남도 당진시송악읍 신복운로 4길 6-9, ,일반음식점,일식,010-9129-2970,Y,null, ,2020-09-04,
10357,343000,충청남도,당진시,동보성,이태희,2020-08-31,충청남도 당진시송악읍 상록수길 2, ,일반음식점,한식,010-3455-1356,Y,null, ,2020-09-04,
10356,343000,충청남도,당진시,장강,윤금옥,2020-08-31,송악읍 한진포구길 39-6, ,일반음식점,중식,010-3008-9291,Y,null, ,2020-09-04,
10355,343000,충청남도,당진시,아리랑횟집,정애자,2020-08-31,충청남도 당진시송악읍 한진포구길 23, ,일반음식점,일식,010-4010-3877,Y,null, ,2020-09-04,
10354,343000,충청남도,당진시,파도소리형네,서명숙,2020-08-31,충청남도 당진시송악읍 한진포구길 7, ,일반음식점_외,기타 음식점업,010-5495-9125,Y,null, ,2020-09-04,
10353,343000,충청남도,당진시,사랑방손칼국수,김경희,2020-08-31,송악읍 한진포구길 53, ,일반음식점_외,기타 음식점업,010-4404-9980,Y,null, ,2020-09-04,
10352,343000,충청남도,당진시,손맛찜식당,김경숙,2020-08-31,충청남도 당진시송산면 상초길 1-2, ,일반음식점,한식,010-5439-4642,Y,null, ,2020-09-04,
10351,343000,충청남도,당진시,설보순두부,김은주,2020-08-31,충청남도 당진시송산면 송산로 837, ,일반음식점,한식,010-2312-7716,Y,null, ,2020-09-04,
10350,343000,충청남도,당진시,도드람숯불갈비,고재복,2020-08-31,충청남도 당진시송산면 송산로 913, ,일반음식점,한식,010-6353-9741,Y,null, ,2020-09-04,
10349,343000,충청남도,당진시,하누리,추희숙,2020-08-31,충청남도 당진시송산면 서정3길 22, ,일반음식점,한식,010-9475-9191,Y,null, ,2020-09-04,
10348,343000,충청남도,당진시,양평해장국,최매화,2020-08-31,충청남도 당진시 송산면 동곡리 398번지, ,일반음식점,한식,041-355-40,Y,null, ,2020-09-04,
10347,343000,충청남도,당진시,참좋은고기,정재희,2020-08-31,충청남도 당진시 송산면 가곡로 156-1, ,일반음식점,한식,041-356-9285,Y,null, ,2020-09-04,
10346,320000,충청남도,논산시,레이크티,박미정,2020-08-31,충청남도 논산시 양촌면 황산벌로1222번길 28-2,주1동 ,일반음식점_외,기타 음식점업,010-8279-7939,Y,null, ,2020-09-04,
10345,320000,충청남도,논산시,알바노,임병수,2020-08-31,충청남도 논산시 가야곡면 산노1길 79-12,1층. 2층,일반음식점,서양식,041-741-0888,Y,null, ,2020-09-04,
10344,320000,충청남도,논산시,보은집,정재화,2020-08-31,충청남도 논산시 연무읍 감바위로30번길 6, ,일반음식점,한식,041-741-6960,Y,null, ,2020-09-04,
10343,320000,충청남도,논산시,더브리즈,민점숙,2020-08-31,충청남도 논산시 관촉로58번길 28 , ,일반음식점,서양식,041-735-5475,Y,null, ,2020-09-04,
10342,312000,충청남도,금산군,진악산가마솥소머리국밥큰갈비탕,홍미숙,2020-09-01,충청남도 금산군 금산읍 백김이길 5, ,일반음식점,한식,041-751-0313,Y,null, ,2020-09-04,
10341,312000,충청남도,금산군,샤브마니아,정재영,2020-09-01,충청남도 금산군 금산읍 비단로 311, ,일반음식점,한식,041-752-5445,Y,null, ,2020-09-04,
10340,312000,충청남도,금산군,화성식당,윤경숙,2020-09-01,충청남도 금산군 금산읍 군청5길 31, ,일반음식점,한식,041-754-5131,Y,null, ,2020-09-04,
10339,312000,충청남도,금산군,아구산성,백송춘,2020-09-01,충청남도 금산군 금산읍 군청4길 34, ,일반음식점,한식,041-751-4979,Y,null, ,2020-10-12,
10338,312000,충청남도,금산군,김영희강남동태찜앤코다리냉면,이은옥,2020-09-01,충청남도 금산군 금산읍 사직중앙로 37, ,일반음식점,한식,041-751-7135,Y,null, ,2020-09-04,
10337,312000,충청남도,금산군,오성짜장,오귀옥,2020-09-01,충청남도 금산군 금산읍 사직중앙로 35, ,일반음식점,중식,041-751-2900,Y,null, ,2020-10-12,
10336,312000,충청남도,금산군,잔치타운산호정,김창현,2020-09-01,충청남도 금산군 추부면 홍골1길 97, ,일반음식점,한식,041-754-1235,Y,null, ,2020-09-04,
10335,314000,충청남도,공주시,산수맛집,김건주,2020-08-26,충청남도 공주시 반포면 동학사1로 167-66, ,일반음식점,한식,042-825-0531,Y,null, ,2020-09-04,
10334,314000,충청남도,공주시,기찬메밀국수,유인숙,2020-08-26,충청남도 공주시 반포면 동학사 1로 80, ,일반음식점,한식,042-825-0710,Y,null, ,2020-09-04,
10333,314000,충청남도,공주시,불끈낙지,유숙자,2020-09-01,충청남도 공주시 창벽로 372, ,일반음식점,한식,041-856-3875,Y,null, ,2020-09-04,
10332,314000,충청남도,공주시,부대통령뚝배기,우가람,2020-09-01,충청남도 공주시 공주대학로 47, ,일반음식점,한식,0504-0544-6582,Y,null, ,2020-09-04,
10331,314000,충청남도,공주시,시골막걸리,정옥분,2020-09-01,충청남도 공주시 번영2로 54-19, ,일반음식점,한식,041-881-4570,Y,null, ,2020-09-04,
10330,314000,충청남도,공주시,공주노랑통닭신관점,이은석,2020-09-01,충청남도 공주시 번영1로 54-7., ,일반음식점,한식,041-858-8258,Y,null, ,2020-09-04,
10329,314000,충청남도,공주시,굴세상,정완식,2020-09-01,충청남도 공주시 흑수골길 53, ,일반음식점,한식,041-841-3343,Y,null, ,2020-09-04,
10328,314000,충청남도,공주시,약선추어탕,이경옥,2020-09-01,충청남도 공주시 한적2길 52-93, ,일반음식점,한식,041-881-2020,Y,null, ,2020-09-04,
10327,314000,충청남도,공주시,송탄원조집부대찌개,최양식,2020-09-01,충청남도 공주시 무령로 599-57, ,일반음식점,한식,0507-1309-8884,Y,null, ,2020-09-04,
10326,314000,충청남도,공주시,허심탄회,이태주,2020-09-01,충청남도 공주시 신금1길 71, ,일반음식점,일식,041-858-1253,Y,null, ,2020-09-04,
10325,314000,충청남도,공주시,뚱땡이감자탕,김종의,2020-09-01,충청남도 공주시 우금티로 724, ,일반음식점,한식,041-856-6800,Y,null, ,2020-09-04,
10324,314000,충청남도,공주시,경성식당,강인섭,2020-09-01,충청남도 공주시 버드나무1길 33, ,일반음식점,한식,041-852-7848,Y,null, ,2020-09-04,
10323,314000,충청남도,공주시,종합정육점식당,노오숙,2020-09-01,충청남도 공주시 무령로289, ,일반음식점,한식,041-856-6312,Y,null, ,2020-09-04,
10322,314000,충청남도,공주시,맛일품,오금자,2020-09-01,충청남도 공주시 무령로 333, ,일반음식점,한식,041-856-3926,Y,null, ,2020-09-04,
10321,314000,충청남도,공주시,창경식당,주경예,2020-09-01,충청남도 공주시 대통1길3, ,일반음식점,한식,041-852-8825,Y,null, ,2020-09-04,
10320,314000,충청남도,공주시,주연이네,김미숙,2020-09-01,충청남도 공주시 대통1길1, ,일반음식점,한식,041-858-9891,Y,null, ,2020-09-04,
10319,314000,충청남도,공주시,고가네칼국수,김영란,2020-09-01,충청남도 공주시 제민천 3길 56, ,일반음식점,한식,041-856-6476,Y,null, ,2020-09-04,
10318,314000,충청남도,공주시,이대주소고기해물샤브샤브칼국수,이용훈,2020-09-01,충청남도 공주시 봉황로 144, ,일반음식점,한식,041-855-1050,Y,null, ,2020-09-04,
10317,314000,충청남도,공주시,예가촌,예금영,2020-09-01,충청남도 공주시 느티나무길 40, ,일반음식점,한식,041-857-3355,Y,null, ,2020-09-04,
10316,314000,충청남도,공주시,공주알밤홍보판매장,김태현,2020-09-01,충청남도 공주시 백제큰길 2116., ,일반음식점,한식,041-852-2200,Y,null, ,2020-09-04,
10315,585000,전라북도,고창군,스산국수명가,김시량,2020-09-01,전라북도 고창군 아산면 중촌길 13, ,일반음식점,한식,063-563-0632,Y,null, ,2020-09-04,
10314,590000,전라북도,남원시,미마루,서영일,2020-08-31,전라북도 남원시 원천로 53-8, ,일반음식점,한식,063-635-1559,Y,null, ,2020-09-04,
10313,590000,전라북도,남원시,㈜아워홈드래곤레이크CC남원점(그늘집2),유덕상,2020-08-31,전라북도 남원시 대산면 대사로 500, ,일반음식점_외,기타 음식점업,063-630-3000,Y,null, ,2020-09-04,
10312,590000,전라북도,남원시,㈜아워홈드래곤레이크CC남원점(그늘집1),유덕상,2020-08-31,전라북도 남원시 대산면 대사로 500, ,일반음식점_외,기타 음식점업,063-630-3000,Y,null, ,2020-09-04,
10311,590000,전라북도,남원시,㈜아워홈드래곤레이크CC남원점(스타트하우스),유덕상,2020-08-31,전라북도 남원시 대산면 대사로 500, ,일반음식점,한식,063-630-3000,Y,null, ,2020-09-04,
10310,590000,전라북도,남원시,㈜아워홈드래곤레이크CC남원점(클럽하우스),유덕상,2020-08-31,전라북도 남원시 대산면 대사로 500, ,일반음식점,한식,063-630-3000,Y,null, ,2020-09-04,
10309,590000,전라북도,남원시,거래처,이용순,2020-08-31,전라북도 남원시 요천로 1501, ,일반음식점,한식,063-633-2530,Y,null, ,2020-09-04,
10308,590000,전라북도,남원시,또바기,최운향,2020-08-31,전라북도 남원시 광한서로 29, ,일반음식점,한식,063-626-2220,Y,null, ,2020-09-04,
10307,590000,전라북도,남원시,금동호박터,김현희,2020-08-31,전라북도 남원시 금동로 60, ,일반음식점,한식,063-633-8255,Y,null, ,2020-09-04,
